X,CH1,Start,Increment,
Sequence,Volt,2.538400e-01,2.000000e-05
0,4.00e-02,
1,1.20e-01,
2,4.00e-02,
3,1.20e-01,
4,4.00e-02,
5,1.20e-01,
6,4.00e-02,
7,1.20e-01,
8,4.00e-02,
9,1.20e-01,
10,4.00e-02,
11,1.20e-01,
12,4.00e-02,
13,1.20e-01,
14,4.00e-02,
15,1.20e-01,
16,4.00e-02,
17,1.20e-01,
18,4.00e-02,
19,1.20e-01,
20,4.00e-02,
21,1.20e-01,
22,4.00e-02,
23,1.20e-01,
24,4.00e-02,
25,1.20e-01,
26,4.00e-02,
27,1.20e-01,
28,4.00e-02,
29,1.20e-01,
30,4.00e-02,
31,1.20e-01,
32,4.00e-02,
33,1.20e-01,
34,1.20e-01,
35,0.00e+00,
36,4.00e-02,
37,1.20e-01,
38,4.00e-02,
39,1.20e-01,
40,4.00e-02,
41,1.20e-01,
42,4.00e-02,
43,8.00e-02,
44,4.00e-02,
45,8.00e-02,
46,4.00e-02,
47,1.20e-01,
48,4.00e-02,
49,1.20e-01,
50,8.00e-02,
51,4.00e-02,
52,4.00e-02,
53,1.20e-01,
54,4.00e-02,
55,1.20e-01,
56,4.00e-02,
57,1.20e-01,
58,1.20e-01,
59,0.00e+00,
60,4.00e-02,
61,1.20e-01,
62,4.00e-02,
63,1.20e-01,
64,4.00e-02,
65,8.00e-02,
66,4.00e-02,
67,1.20e-01,
68,4.00e-02,
69,1.20e-01,
70,4.00e-02,
71,1.20e-01,
72,4.00e-02,
73,1.20e-01,
74,4.00e-02,
75,1.20e-01,
76,1.20e-01,
77,4.00e-02,
78,4.00e-02,
79,1.20e-01,
80,0.00e+00,
81,1.20e-01,
82,4.00e-02,
83,1.20e-01,
84,4.00e-02,
85,8.00e-02,
86,4.00e-02,
87,1.20e-01,
88,4.00e-02,
89,1.20e-01,
90,4.00e-02,
91,1.20e-01,
92,4.00e-02,
93,1.20e-01,
94,1.20e-01,
95,0.00e+00,
96,4.00e-02,
97,1.20e-01,
98,4.00e-02,
99,1.20e-01,
100,4.00e-02,
101,1.20e-01,
102,1.20e-01,
103,-4.00e-02,
104,4.00e-02,
105,2.56e+00,
106,2.60e+00,
107,3.72e+00,
108,3.68e+00,
109,3.84e+00,
110,3.76e+00,
111,3.88e+00,
112,3.88e+00,
113,3.80e+00,
114,3.84e+00,
115,3.96e+00,
116,3.84e+00,
117,3.96e+00,
118,3.96e+00,
119,3.84e+00,
120,3.92e+00,
121,3.96e+00,
122,3.96e+00,
123,8.00e-01,
124,8.40e-01,
125,2.00e-01,
126,2.80e-01,
127,1.20e-01,
128,1.20e-01,
129,2.40e-01,
130,1.60e-01,
131,8.00e-02,
132,1.60e-01,
133,8.00e-02,
134,1.60e-01,
135,4.00e-02,
136,4.00e-02,
137,1.20e-01,
138,4.00e-02,
139,1.20e-01,
140,4.00e-02,
141,1.20e-01,
142,1.20e-01,
143,4.00e-02,
144,4.00e-02,
145,1.20e-01,
146,4.00e-02,
147,1.20e-01,
148,1.20e-01,
149,4.00e-02,
150,4.00e-02,
151,3.72e+00,
152,3.64e+00,
153,3.80e+00,
154,3.76e+00,
155,3.88e+00,
156,3.80e+00,
157,3.88e+00,
158,3.84e+00,
159,3.96e+00,
160,3.84e+00,
161,3.96e+00,
162,3.88e+00,
163,3.96e+00,
164,3.92e+00,
165,3.96e+00,
166,3.92e+00,
167,3.96e+00,
168,3.92e+00,
169,4.00e+00,
170,3.92e+00,
171,4.00e+00,
172,3.92e+00,
173,4.00e+00,
174,3.92e+00,
175,4.00e+00,
176,3.92e+00,
177,4.00e+00,
178,3.92e+00,
179,4.00e+00,
180,3.92e+00,
181,4.00e+00,
182,4.00e+00,
183,1.52e+00,
184,1.48e+00,
185,2.40e-01,
186,3.20e-01,
187,2.00e-01,
188,2.80e-01,
189,1.20e-01,
190,2.40e-01,
191,8.00e-02,
192,1.60e-01,
