X,CH1,Start,Increment,
Sequence,Volt,2.024400e-01,2.000000e-05
0,8.00e-02,
1,0.00e+00,
2,0.00e+00,
3,8.00e-02,
4,0.00e+00,
5,8.00e-02,
6,0.00e+00,
7,8.00e-02,
8,0.00e+00,
9,8.00e-02,
10,0.00e+00,
11,8.00e-02,
12,0.00e+00,
13,8.00e-02,
14,0.00e+00,
15,8.00e-02,
16,0.00e+00,
17,8.00e-02,
18,0.00e+00,
19,8.00e-02,
20,8.00e-02,
21,0.00e+00,
22,8.00e-02,
23,0.00e+00,
24,8.00e-02,
25,0.00e+00,
26,0.00e+00,
27,8.00e-02,
28,8.00e-02,
29,0.00e+00,
30,0.00e+00,
31,8.00e-02,
32,0.00e+00,
33,8.00e-02,
34,8.00e-02,
35,0.00e+00,
36,0.00e+00,
37,8.00e-02,
38,8.00e-02,
39,0.00e+00,
40,8.00e-02,
41,0.00e+00,
42,8.00e-02,
43,0.00e+00,
44,8.00e-02,
45,0.00e+00,
46,8.00e-02,
47,0.00e+00,
48,0.00e+00,
49,8.00e-02,
50,8.00e-02,
51,0.00e+00,
52,8.00e-02,
53,0.00e+00,
54,8.00e-02,
55,0.00e+00,
56,8.00e-02,
57,0.00e+00,
58,8.00e-02,
59,0.00e+00,
60,0.00e+00,
61,8.00e-02,
62,0.00e+00,
63,8.00e-02,
64,8.00e-02,
65,0.00e+00,
66,8.00e-02,
67,0.00e+00,
68,8.00e-02,
69,0.00e+00,
70,8.00e-02,
71,0.00e+00,
72,0.00e+00,
73,8.00e-02,
74,8.00e-02,
75,0.00e+00,
76,8.00e-02,
77,0.00e+00,
78,0.00e+00,
79,8.00e-02,
80,8.00e-02,
81,0.00e+00,
82,0.00e+00,
83,8.00e-02,
84,8.00e-02,
85,0.00e+00,
86,8.00e-02,
87,0.00e+00,
88,8.00e-02,
89,0.00e+00,
90,0.00e+00,
91,8.00e-02,
92,0.00e+00,
93,8.00e-02,
94,0.00e+00,
95,8.00e-02,
96,0.00e+00,
97,8.00e-02,
98,0.00e+00,
99,8.00e-02,
100,0.00e+00,
101,8.00e-02,
102,8.00e-02,
103,0.00e+00,
